split,class,source,path
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085194_test_18.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_13000209_temp_19.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_08_spurious_copper_09_20.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_04_short_14_21.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041195_temp_22.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_13000115_temp_23.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041140_test_24.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12100048_temp_25.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_07_short_07_26.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_77000012_temp_27.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_01_mouse_bite_08_28.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_09_missing_hole_07_29.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_12_missing_hole_04_30.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_77000103_temp_31.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041146_test_32.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085225_temp_33.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085044_test_34.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_50600007_temp_35.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_92000115_temp_36.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12100018_test_37.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_13000071_test_38.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12100162_test_39.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12300109_test_40.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085002_temp_41.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_01_spur_08_42.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041113_test_43.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_01_mouse_bite_16_44.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_08_spurious_copper_07_45.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_13000094_temp_46.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041195_test_47.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_50600050_temp_48.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12000038_test_49.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_90100082_test_50.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_13000147_test_51.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_44000082_test_52.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_05_spurious_copper_10_53.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_09_spurious_copper_05_54.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_13000099_temp_55.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_09_spurious_copper_10_56.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085063_temp_57.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_06_open_circuit_05_58.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_04_open_circuit_11_59.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041060_test_60.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085089_temp_61.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_50600014_test_62.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_04_missing_hole_10_63.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_05_spur_10_64.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_13000121_temp_65.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_90100064_temp_66.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041085_test_67.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_12_short_07_68.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_04_short_07_69.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12300151_test_70.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085058_temp_71.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_77000037_test_72.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041168_temp_73.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_08_short_03_74.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085062_temp_75.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_08_short_02_76.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_77000018_temp_77.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_09_short_09_78.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_11_spurious_copper_04_79.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041003_test_80.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12300073_temp_81.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085075_temp_82.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12100137_temp_83.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_77000016_temp_84.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_05_open_circuit_02_85.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_92000047_test_86.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_44000090_temp_87.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_13000169_test_88.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085163_temp_89.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_90100058_temp_90.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_92000080_temp_91.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_92000085_temp_92.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085039_temp_93.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_92000086_temp_94.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_01_short_11_95.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12300075_test_96.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_13000199_test_97.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_92000035_test_98.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085074_test_99.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_50600012_temp_100.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_08_mouse_bite_03_101.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_44000047_test_102.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085107_test_103.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_50600032_temp_104.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_50600052_temp_105.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085018_temp_106.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_77000076_test_107.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_92000111_test_108.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_50600063_temp_109.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_50600041_test_110.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_13000041_temp_111.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085289_temp_112.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12100170_temp_113.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085275_temp_114.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12100165_test_115.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12300060_temp_116.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_77000001_temp_117.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_08_spurious_copper_01_118.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_44000030_temp_119.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041122_test_120.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085163_test_121.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_06_short_01_122.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12300145_temp_123.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12300128_temp_124.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041082_test_125.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_50600071_temp_126.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041065_temp_127.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041143_test_128.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_13000168_test_129.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_90100020_test_130.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085200_test_131.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12100011_temp_132.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085243_test_133.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085267_temp_134.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085049_temp_135.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_06_spurious_copper_10_136.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_01_open_circuit_08_137.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041124_test_138.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_01_missing_hole_03_139.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041129_test_140.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085062_test_141.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_44000045_temp_142.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041110_test_143.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041088_test_144.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041104_test_145.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085178_test_146.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_44000076_temp_147.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_20085206_temp_148.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_07_open_circuit_01_149.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_77000002_temp_150.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_12_spur_05_151.jpg
train,bare_pcb,pku,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/pku_08_missing_hole_10_152.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_12300139_test_153.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_13000064_test_154.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_00041102_test_155.jpg
train,bare_pcb,deeppcb,/home/vector/Documents/abdullah_workspace/PCB_Defect_Dectection/pcb_vs_pcba_dataset/train/bare_pcb/deeppcb_77000014_test_156.jpg
